id,company,country,countryregion,product_categories,brandnames,link_details
43308,MEYTEKS TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43308
44668,MERCURY CORPORATION SA,Greece (GR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44668
25728,Maute + Renz Textil GmbH,Germany (DE),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25728
8611,"Mei Sheng Textiles Vietnam Co., Ltd.",Viet Nam (VN),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/8611
40434,Meiyume (Hong Kong) Limited,Hong Kong (HK) - SAR of China,NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40434
26953,Mek Orme Tekstil Konfeksiyon San. Ve Tic. A.s.,Türkiye (TR),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26953
46968,MekoTex Pvt Ltd,Pakistan (PK),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46968
39197,MENFIL,France (FR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39197
44019,Meqik Tekstil San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44019
45709,MER FABRIC TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45709
40112,Merboy Tekstil San. Tic. Ltd. Şti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40112
30873,MERGER TEKSTIL SANAYI IC VE DIS TICARET LIMITED SIRKETI,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30873
31356,Mergo Kumas ve Tekstil Urunleri San. Tic. Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31356
20917,MERGÜ TEKSTİL KONF. SAN.TİC.LTD.ŞTİ.,Türkiye (TR),NULL,"Children's wear, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/20917
44176,MHC Apparels (PVT) Ltd.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44176
44569,"Miguel Pereira Unipessoal, LDA",Portugal (PT),NULL,"Babywear, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44569
43371,Miguel Sousa Confecções - Unipessoal Lda,Portugal (PT),NULL,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43371
44449,MILAN TEXTILE,India (IN),Rajasthan,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44449
32440,"MILEGA - SERVIÇOS TÊXTEIS, LDA.",Portugal (PT),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32440
31930,MILENYUM YAKA ORME SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,"Fabrics, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31930
29456,MILLEFILI SPA,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29456
38109,Million Dollar Baby co.,United States (US),California,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38109
45471,MILMAX SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45471
2281,Mimpa Iplik Pazarlama San. Tic. Ltd. Sti.,Türkiye (TR),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2281
37190,minimum A/S,Denmark (DK),NULL,"Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37190
44807,Mipa Textiles España. S.L.,Spain (ES),NULL,Babywear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44807
33392,MIPE TEXTIL SL,Spain (ES),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33392
42414,Mira Exim Ltd,India (IN),Uttar Pradesh,"Babywear, Ladieswear, Children's wear, Fabrics",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42414
35495,MIRAFO MARCIN RAFALSKI SP.J.,Poland (PL),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35495
38491,Miyar Tekstil Ve San.Ve Tic.A.s.,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38491
45968,"MJAC, Unipessoal, Lda",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45968
42981,MK T- Style Dooel,North Macedonia (MK),NULL,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42981
31104,MKA HAVLU SANAYI ANONIM SIRKETI,Türkiye (TR),NULL,"Ladieswear, Men's wear, Home Textiles, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31104
29122,MKM Knit Creation,India (IN)<br>Tamil Nadu,Tamil Nadu,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29122
47085,Microknits International Private Limited,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47085
31013,MICROTEX COTTON CLUB SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31013
46108,MICTEX GMBH & CO. KG,Germany (DE),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46108
30391,Mittal international,India (IN),Haryana,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30391
35393,MELY'S MAGLIERIA SRL UNIPERSONALE,Italy (IT),NULL,"Garments, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35393
42898,MEM TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Türkiye (TR),NULL,"Fabrics, Yarns, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42898
38998,Menderes Tekstil San. Ve Tic. A.S.,Türkiye (TR),NULL,"Fabrics, Yarns, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38998
43824,Menekse Tekstil San. Tic. A.S.,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43824
27920,Miami Clothing (Pvt) Ltd,Sri Lanka (LK),NULL,"Babywear, Ladieswear, Children's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27920
28738,Miami Exports (Pvt) Ltd,Sri Lanka (LK),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28738
43036,"Mianyang Fenggu Silk Making Co.,Ltd",China (CN),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43036
46018,MIATEX SARL,Morocco (MA),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46018
39012,MIC (Manufacturing International Company),Tunisia (TN),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39012
40197,Mercury Fabrics Private Limited,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40197
32845,Mercury Process,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32845
25982,Matias e Araujo SA,Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25982
42901,MATILDA RICAMI SRL,Italy (IT),NULL,NULL,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42901
13495,Matin Spinning Mills PLC.,Bangladesh (BD),Dhaka,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/13495
35264,MATONA OG,Austria (AT),NULL,"Babywear, Children's wear, Ladieswear, Underwear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35264
40312,Matrix Styles Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40312
35398,MATRIX SWEATERS LTD.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35398
46375,"Matsumura Co.,Ltd",Japan (JP),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46375
43208,Maurya Garments,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43208
39277,"Miguel Pereira Morgado, Malhas e Confeção Lda",Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39277
28872,Mirafios-Sociedade Fiação e Tecidos Lda,Portugal (PT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28872
42546,MIRAYAH RAM FABRICS,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42546
46358,Mirna Moda İth. İhr. San. Tic. Ltd. Şti.,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46358
44101,Miroglio Maroc,Morocco (MA),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44101
45958,Mishra Textile,India (IN),Haryana,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45958
15660,"MN Mills, LLC DBA St. Peter Woolen Mill",United States (US),Minnesota,"Non-wovens, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/15660
46870,MNA Corporation,India (IN),Tamil Nadu,"Ladieswear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46870
43819,Meltem Global Tekstil San. Tic. Ltd. Sti.,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43819
39090,Melvin International,India (IN),Tamil Nadu,"Fabrics, Yarns, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39090
46998,Melvin International,India (IN),Haryana,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46998
20920,MICHELL & CIA S.A.,Peru (PE),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/20920
29119,Micro Colour Makers,India (IN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29119
45969,MIKENI MADAGASCAR,Madagascar (MG),NULL,"Accessories, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45969
32811,Mikrotex s.r.o.,Czech Republic (CZ),NULL,"Babywear, Garments, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32811
40488,MISTER JOE SRL,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40488
26588,Mithunram Tex,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26588
38954,MODERNITY DIS TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38954
31646,MODERNTEKS HAZIR GIYIM IMALAT VE TICARET ANONIM SIRKETI TOKAT SUBESI,Türkiye (TR),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31646
38957,Modiste (Bangladesh) Limited,Bangladesh (BD),Dhaka,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38957
30754,Mohammadi Fashion Sweaters Ltd.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30754
42389,Mondol Spinning Mills Ltd.,Bangladesh (BD),Dhaka,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42389
46322,"Monica & Andy, Inc.",United States (US),Illinois,"Accessories, Babywear, Ladieswear, Children's wear, Garments, Home Textiles, Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46322
34773,Monkeydrive Printing Factory GmbH,Germany (DE),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34773
30336,MONO IPLIK TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30336
44780,MONOPRIX EXPLOITATION ( Siège),France (FR),NULL,"Accessories, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44780
31784,Monsoon Impex Pvt Ltd,India (IN),Haryana,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31784
34854,Morais e Matos Industria de Malhas SA,Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34854
47090,MORAL FASHIONS LTD.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47090
43165,MIL-MAY TEKSTIL SANAYI VE DIS TICARET ANONIM SIRKETI,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43165
21192,MILA FAIR CLOTHINGS PVT LTD,India (IN),Tamil Nadu,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Accessories, Home Textiles, Hygiene products, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/21192
38203,MILA FASHION (PVT) LTD,Sri Lanka (LK),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38203
44712,MILESTONE OVERSEAS,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44712
39216,MILIOR SAS,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39216
33894,Mohan Spinning Mills,India (IN),Haryana,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33894
32546,Mohan Spintex India Limited - Unit IV,India (IN),Andhra Pradesh,"Fabrics, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32546
36816,Mohara Asian Apparels Limited,Bangladesh (BD),Chittagong,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36816
41648,Mojopanda Exim Pvt. Ltd.,India (IN),Haryana,"Babywear, Children's wear, Ladieswear, Raw Fibres, Yarns, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41648
29162,Mini Rodini AB,Sweden (SE),NULL,"Babywear, Children's wear, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29162
34429,minimalisma GmbH,Switzerland (CH),NULL,"Babywear, Children's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34429
36407,Mitharsan Fabrics,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36407
39994,MNR Design Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39994
39818,MNR Sweaters Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39818
47046,MNS Garments Printing,Bangladesh (BD),Dhaka,Men's wear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47046
34418,Mo Saveli Trading ltd,Bulgaria (BG),NULL,"Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34418
43604,"MONTALTEX, S.A.",Spain (ES),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43604
17291,Modena Mensucat Dokuma San. ve Tic. A.S,Türkiye (TR),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/17291
37212,Monte Mucrone srl,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37212
43248,Montrims Ltd.,Bangladesh (BD),Dhaka,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43248
26053,MOOD srl,Italy (IT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26053
32243,Moonboon Aps,Denmark (DK),NULL,"Babywear, Accessories, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32243
31298,MOORTHY TEXTILES,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31298
47089,MORAL FASHIONS LTD.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47089
36579,morethanmerchandise GmbH,Germany (DE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36579
36343,MOULINAGE VERNEDE,France (FR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36343
30509,Micro Fibre Ltd.,Bangladesh (BD)<br>Dhaka,Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30509
43093,Micro Textiless,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43093
30377,MICROFIL SRL,Italy (IT),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30377
43777,Midas Clothing Limited,Pakistan (PK),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43777
37932,Midnatt AB,Sweden (SE),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37932
46953,MIDWAY APPARELS INDIA PRIVATE LIMITED,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46953
35327,MIGAL Lda.,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35327
27076,Mistral Home nv,Belgium (BE),NULL,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27076
40472,Mistura Maravilha Sociedade de Confeções Unipessoal lda.,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40472
39401,Modiste (CEPZ) Ltd.,Bangladesh (BD),Chittagong,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39401
29743,Modium Konfeksiyon San.Ve Tic.A.s,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29743
46876,Modn Made LLC (DBA Makemake Organics),United States (US),Florida,"Accessories, Babywear, Ladieswear, Home Textiles, Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46876
28666,Morning Staar Apparels,India (IN),Tamil Nadu,"Babywear, Children's wear, Ladieswear, Leasure wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28666
45159,Mos Mosh A/S,Denmark (DK),NULL,"Accessories, Ladieswear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45159
34659,Mosharaf Apparels Studio Limited,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34659
28897,Mosharaf Composite Textile Mills Ltd.,Bangladesh (BD),Dhaka,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28897
45898,MUTE CORAP SAN. VE TIC. A.S.SINOP SUBESI,Türkiye (TR),NULL,"Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45898
29374,Modateks Dokuma San. Ve Tic. A.S.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29374
40943,MODATEKS KONFEKSIYON TICARET VE SANAYI ANONIM SIRKETI,Türkiye (TR),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40943
33875,Modelama Exports Pvt Ltd,India (IN),Haryana,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33875
22318,memo AG,Germany (DE),NULL,"Garments, Ladieswear, Men's wear, Underwear, Socks, Accessories, Home Textiles, Hygiene products",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/22318
36875,Men’s Fashion Ltd,Bangladesh (BD),Chittagong,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36875
35672,MENCHI TESSUTI SPA,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35672
28364,Moda Bravo Tekstil ve Konfeksiyon San. ve Tic. Ltd. Şti.,Türkiye (TR),NULL,"Ladieswear, Leasure wear, Fabrics, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28364
40130,MODASAN TEKSTIL SAN. VE TIC. A.S,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40130
29009,Mithela Textile Industries Ltd.,Bangladesh (BD),Dhaka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29009
35072,ML Exports,India (IN),Tamil Nadu,"Accessories, Home Textiles, Product category (other), Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35072
30627,MLB,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30627
33645,MLK srl,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33645
42287,MLP SAS,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42287
35243,MM TEX STYLES,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35243
26281,"Moda21 - Tinturaria e Acabamentos Têxteis, SA",Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26281
32426,Modadom SA,Switzerland (CH),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32426
35407,MODAFIT TEKSTIL GIYIM SANAYI VE TICARET LTD. STI.,Türkiye (TR),NULL,"Children's wear, Fabrics, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35407
41655,Modaline Textile Konfeksiyon San. Ve Tic. A.s,Türkiye (TR),NULL,"Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41655
36991,Modalita Tekstil Sanayi Ve Ticaret A.S.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36991
86,MONTICOLOR SPA,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/86
40395,more presents e.K.,Germany (DE),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40395
37399,Moshiki GmbH & Co. Handels KG,Germany (DE),NULL,"Garments, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37399
46269,Mosi Tekstil Anonim Sirketi,Türkiye (TR),NULL,"Ladieswear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46269
41994,MRC Mills Private Limited,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41994
44346,"Nantong Chuzhangcheng Fashion Technology Co., Ltd.",China (CN),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44346
39579,"Nantong ETEX Textile Co., Ltd.",China (CN),NULL,"Fabrics, Leasure wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39579
44388,"Nantong Jiemu Textile Co., Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44388
35292,"Nantai Printing & Dyeing Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35292
38725,"Nantong Baifang Textile Technology Co.,Ltd.",China (CN),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38725
1300,Modalt Tekstil Konfeksiyon San. Tic. Ltd. Sti.,Türkiye (TR),NULL,"Accessories, Ladieswear, Children's wear, Fabrics, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1300
27477,Modelit Tekstil Ltd. Sti.,Türkiye (TR),NULL,"Fabrics, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27477
30523,"Modelmalhas, Indústria de Malhas, Lda",Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30523
29285,Modelo LTD,Bulgaria (BG),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29285
36596,Modibodi Pty Ltd,Australia (AU),NULL,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36596
